name,title list,actor_id,gender,character,actor_popularity,movie_id,title
Dan van Husen,The Trojan Women,12768.0,2.0,Soldier (uncredited),1.4,47446,The Trojan Women
L. Zarrabeitia,The Trojan Women,2334197.0,0.0,Woman,0.6,47446,The Trojan Women
Mark Forest,"The Lion of Thebes, Son of Samson, Goliath and the Sins of Babylon",980234.0,0.0,Arian,1.094,211139,The Lion of Thebes
Yvonne Furneaux,"The Lion of Thebes, I Am Semiramis",5962.0,1.0,Helen of Troy,1.546,211139,The Lion of Thebes
Massimo Serato,The Lion of Thebes,14148.0,2.0,Tutmes,0.84,211139,The Lion of Thebes
Pierre Cressoy,The Lion of Thebes,49898.0,2.0,Ramses,0.888,211139,The Lion of Thebes
Nerio Bernardi,"The Lion of Thebes, A Queen for Caesar",99530.0,2.0,Xesostus,2.062,211139,The Lion of Thebes
Rosalba Neri,"The Lion of Thebes, Esther and the King",30664.0,1.0,Nais,2.629,211139,The Lion of Thebes
Carlo Tamberlani,"The Lion of Thebes, Son of Samson, The Colossus of Rhodes, The Old Testament",37784.0,2.0,Menophis,1.4,211139,The Lion of Thebes
Gordon Mitchell,"Fury of Achilles, Caesar Against the Pirates, Spartacus",30898.0,2.0,Achilles,1.788,81409,Fury of Achilles
Jacques Bergerac,Fury of Achilles,151651.0,2.0,Hector,1.4,81409,Fury of Achilles
Mario Petri,"Fury of Achilles, Caesar Against the Pirates, Slave of Rome",128243.0,2.0,Agamemnon,1.099,81409,Fury of Achilles
Cristina Gaïoni,Fury of Achilles,237623.0,1.0,Xenia,1.099,81409,Fury of Achilles
Ennio Girolami,Fury of Achilles,128674.0,2.0,Patroclus,1.001,81409,Fury of Achilles
Gloria Milland,Fury of Achilles,45034.0,1.0,Briseis,2.18,81409,Fury of Achilles
Eleonora Bianchi,"Fury of Achilles, Goliath and the Sins of Babylon",237380.0,1.0,Chryseis,1.216,81409,Fury of Achilles
Edith Peters,"Fury of Achilles, Carthage in Flames",67969.0,1.0,Nubian Slave,0.6,81409,Fury of Achilles
Tina Gloriani,Fury of Achilles,1179796.0,1.0,Andromace,0.828,81409,Fury of Achilles
Piero Lulli,"Fury of Achilles, Duel of the Titans, Goliath and the Sins of Babylon, Caesar Against the Pirates",45035.0,2.0,Odysseus,1.666,81409,Fury of Achilles
Erminio Spalla,Fury of Achilles,1430285.0,0.0,Nestor,0.6,81409,Fury of Achilles
Nando Tamberlani,"Fury of Achilles, The Loves of Salammbo",98789.0,0.0,Cressus,0.6,81409,Fury of Achilles
Remo De Angelis,"Fury of Achilles, Hannibal, In the Shadow of the Eagles",52999.0,2.0,Wrestler,1.22,81409,Fury of Achilles
Gian Paolo Rosmino,Fury of Achilles,1211167.0,2.0,Kalkantes (as Giampaolo Rosmino),0.6,81409,Fury of Achilles
Romano Ghini,Fury of Achilles,544210.0,0.0,Sarpedon,0.6,81409,Fury of Achilles
Manfred Freyberger,Fury of Achilles,1608792.0,2.0,,0.6,81409,Fury of Achilles
Maria Laura Rocca,Fury of Achilles,98793.0,1.0,(as Laura Rocca),0.828,81409,Fury of Achilles
Anita Todesco,"Fury of Achilles, The Giant of Marathon",114421.0,1.0,Servant to Briseis,0.6,81409,Fury of Achilles
Gina Mascetti,Fury of Achilles,1074069.0,1.0,Cressida,0.728,81409,Fury of Achilles
Dada Gallotti,"Fury of Achilles, Romulus and the Sabines, Toto and Cleopatra",31548.0,1.0,(as Alda Gallotti),1.03,81409,Fury of Achilles
Fosco Giachetti,Fury of Achilles,33471.0,0.0,Priamos,1.4,81409,Fury of Achilles
Roberto Risso,Fury of Achilles,45189.0,2.0,Paris,0.98,81409,Fury of Achilles
Charlton Heston,The Ten Commandments,10017.0,2.0,Moses,6.814,6844,The Ten Commandments
Yul Brynner,"The Ten Commandments, Solomon and Sheba",14528.0,2.0,Rameses,2.963,6844,The Ten Commandments
Anne Baxter,The Ten Commandments,10606.0,1.0,Nefretiri,3.868,6844,The Ten Commandments
Edward G. Robinson,The Ten Commandments,13566.0,2.0,Dathan,3.619,6844,The Ten Commandments
Yvonne De Carlo,The Ten Commandments,41240.0,1.0,Sephora,4.723,6844,The Ten Commandments
Debra Paget,The Ten Commandments,48958.0,1.0,Lilia,2.629,6844,The Ten Commandments
John Derek,The Ten Commandments,39608.0,0.0,Joshua,2.236,6844,The Ten Commandments
Cedric Hardwicke,The Ten Commandments,99461.0,2.0,Sethi,3.173,6844,The Ten Commandments
Nina Foch,"The Ten Commandments, Spartacus",13026.0,1.0,Bithiah,5.1,6844,The Ten Commandments
Martha Scott,The Ten Commandments,10022.0,1.0,Yochabel,2.09,6844,The Ten Commandments
Judith Anderson,The Ten Commandments,3362.0,1.0,Memnet,2.198,6844,The Ten Commandments
Vincent Price,"Nefertiti, Queen of the Nile, The Ten Commandments",1905.0,2.0,Baka,3.996,6844,The Ten Commandments
John Carradine,"The Egyptian, The Ten Commandments",8516.0,2.0,Aaron,4.169,6844,The Ten Commandments
Olive Deering,"The Ten Commandments, Samson and Delilah",100788.0,1.0,Miriam,0.6,6844,The Ten Commandments
Douglass Dumbrille,"The Ten Commandments, Jupiter's Darling",34748.0,2.0,Jannes,1.96,6844,The Ten Commandments
Frank De Kova,The Ten Commandments,50574.0,2.0,Abiram,2.916,6844,The Ten Commandments
Henry Wilcoxon,"The Ten Commandments, Samson and Delilah",51310.0,2.0,Pentaur,1.214,6844,The Ten Commandments
Eduard Franz,The Ten Commandments,94070.0,2.0,Jethro,1.439,6844,The Ten Commandments
Donald Curtis,The Ten Commandments,35847.0,2.0,Mered,1.96,6844,The Ten Commandments
Lawrence Dobkin,The Ten Commandments,15625.0,0.0,Hur Ben Caleb,1.225,6844,The Ten Commandments
H.B. Warner,The Ten Commandments,33278.0,2.0,Amminadab,1.646,6844,The Ten Commandments
Julia Faye,"The Ten Commandments, Samson and Delilah",130494.0,1.0,Elisheba,2.22,6844,The Ten Commandments
Lisa Mitchell,The Ten Commandments,1763178.0,1.0,Jethro's Daughter,0.6,6844,The Ten Commandments
Noelle Williams,The Ten Commandments,1763181.0,1.0,Jethro's Daughter,0.6,6844,The Ten Commandments
Joanna Merlin,The Ten Commandments,11903.0,1.0,Jethro's Daughter,1.754,6844,The Ten Commandments
Pat Richard,The Ten Commandments,1763182.0,0.0,Jethro's Daughter,0.6,6844,The Ten Commandments
Joyce van der Veen,The Ten Commandments,1763183.0,1.0,Jethro's Daughter,0.6,6844,The Ten Commandments
Diane Hall,The Ten Commandments,1763185.0,1.0,Jethro's Daughter,0.6,6844,The Ten Commandments
Abbas El Boughdadly,The Ten Commandments,1763188.0,0.0,Rameses' Charioteer,0.6,6844,The Ten Commandments
Fraser Clarke Heston,The Ten Commandments,66076.0,0.0,The Infant Moses,0.612,6844,The Ten Commandments
John Miljan,"The Ten Commandments, Samson and Delilah",90000.0,2.0,The Blind One,1.094,6844,The Ten Commandments
Francis McDonald,"The Ten Commandments, Samson and Delilah",102327.0,2.0,Simon,0.753,6844,The Ten Commandments
Ian Keith,The Ten Commandments,84230.0,2.0,Rameses I,0.6,6844,The Ten Commandments
Paul De Rolf,The Ten Commandments,94317.0,0.0,Eleazar,0.6,6844,The Ten Commandments
Woody Strode,"The Ten Commandments, Scipio the African, Spartacus",4963.0,2.0,King of Ethiopia,3.535,6844,The Ten Commandments
Tommy Duran,The Ten Commandments,94321.0,2.0,Gershom,0.6,6844,The Ten Commandments
Eugene Mazzola,The Ten Commandments,137205.0,0.0,Rameses' Son,1.052,6844,The Ten Commandments
Ramsay Hill,The Ten Commandments,1080053.0,2.0,Korah,1.094,6844,The Ten Commandments
Joan Woodbury,The Ten Commandments,89746.0,1.0,Korah's Wife,1.006,6844,The Ten Commandments
Esther Brown,The Ten Commandments,1763193.0,0.0,Princess Tharbis,0.6,6844,The Ten Commandments
Rushdy Abaza,The Ten Commandments,129476.0,2.0,(as Rushti Abaza),1.641,6844,The Ten Commandments
Dorothy Adams,"The Ten Commandments, Samson and Delilah",3346.0,1.0,Slave Woman / Hebrew at Golden Calf / Hebrew at Rameses' Gate,1.708,6844,The Ten Commandments
Eric Alden,The Ten Commandments,1016571.0,2.0,High Ranking Officer / Taskmaster / Slave / Officer,0.84,6844,The Ten Commandments
E.J. André,The Ten Commandments,198320.0,2.0,Sheik of Hazerath,1.4,6844,The Ten Commandments
Babette Bain,The Ten Commandments,1458725.0,0.0,Little Miriam,0.6,6844,The Ten Commandments
Baynes Barron,The Ten Commandments,93740.0,2.0,Taskmaster,0.98,6844,The Ten Commandments
Kay Bell,The Ten Commandments,1917953.0,0.0,Taskmaster / Red-Bearded Slave,0.6,6844,The Ten Commandments
Mary Benoit,The Ten Commandments,1541925.0,0.0,Guardian of the Prince / Court Woman / Hebrew at Dathan's Tent / Hebrew at Crag and Corridor / Mother,0.6,6844,The Ten Commandments
Henry Brandon,The Ten Commandments,30553.0,2.0,Commander of the Hosts,4.361,6844,The Ten Commandments
Robert Carson,The Ten Commandments,121209.0,0.0,Eleazar as an Adult,1.105,6844,The Ten Commandments
Bobby Clark,The Ten Commandments,170573.0,2.0,Little Boy in Exodus (as Robert Clark),1.4,6844,The Ten Commandments
Rus Conklin,The Ten Commandments,31978.0,0.0,Whip-Scarred Brick-Carrier / Hebrew at Dathan's Tent,0.694,6844,The Ten Commandments
Mike Connors,The Ten Commandments,29718.0,2.0,Amalekite Herder (as Touch Connors),1.96,6844,The Ten Commandments
Henry Corden,"The Egyptian, The Ten Commandments",106102.0,2.0,Sheik of Sinai,1.129,6844,The Ten Commandments
Edna Mae Cooper,The Ten Commandments,148803.0,1.0,Woman of the Court,0.98,6844,The Ten Commandments
Kem Dibbs,The Ten Commandments,94031.0,2.0,Corporal,1.569,6844,The Ten Commandments
Maude Fealy,The Ten Commandments,1467861.0,1.0,Slave Woman / Hebrew at Crag and Corridor,1.4,6844,The Ten Commandments
Mimi Gibson,"The Egyptian, The Ten Commandments",16762.0,1.0,The Blind One's Granddaughter,1.4,6844,The Ten Commandments
Gavin Gordon,The Ten Commandments,2927.0,2.0,Trojan Ambassador (uncredited),1.62,6844,The Ten Commandments
Diane Gump,The Ten Commandments,1641187.0,0.0,Slave,0.6,6844,The Ten Commandments
Nancy Hale,The Ten Commandments,168577.0,0.0,Court Lady in Pool,0.84,6844,The Ten Commandments
June Jocelyn,The Ten Commandments,1014944.0,1.0,Court Lady / Hebrew at Crag and Corridor / Hebrew at Dathan's Tent / Wife of Overseer,1.116,6844,The Ten Commandments
Richard Kean,The Ten Commandments,1917958.0,0.0,Old Hebrew at Moses' House / Hebrew Toward Corridor,0.6,6844,The Ten Commandments
Gail Kobe,The Ten Commandments,1234573.0,1.0,Pretty Slave Girl,2.023,6844,The Ten Commandments
Fred Kohler Jr.,The Ten Commandments,538120.0,2.0,Foreman,0.98,6844,The Ten Commandments
Kenneth MacDonald,The Ten Commandments,103357.0,2.0,Hebrew at Crag and Corridor / Slave,0.652,6844,The Ten Commandments
Peter Mamakos,The Ten Commandments,88455.0,2.0,Chief Driver,0.694,6844,The Ten Commandments
Irene Martin,The Ten Commandments,1917965.0,0.0,Tuya,0.6,6844,The Ten Commandments
George Melford,"The Egyptian, The Ten Commandments",931194.0,2.0,Hebrew at Golden Calf / Nobleman,0.694,6844,The Ten Commandments
John Merton,The Ten Commandments,32206.0,2.0,Architect's Assistant,1.38,6844,The Ten Commandments
Amena Mohamed,The Ten Commandments,1917968.0,0.0,Architect's Assistant,0.6,6844,The Ten Commandments
Paula Morgan,The Ten Commandments,1917969.0,0.0,Hebrew Woman / Slave Woman,0.6,6844,The Ten Commandments
Dorothy Neumann,The Ten Commandments,87752.0,1.0,Hebrew at Crag and Corridor / Slave / Hebrew at Dathan's Tent,2.119,6844,The Ten Commandments
John Parrish,"The Ten Commandments, Samson and Delilah",144371.0,2.0,Sheik of Rephidim,1.214,6844,The Ten Commandments
Rodd Redwing,The Ten Commandments,102328.0,0.0,Taskmaster / Hebrew at Golden Calf,0.6,6844,The Ten Commandments
Addison Richards,The Ten Commandments,97007.0,2.0,Fan Bearer,1.183,6844,The Ten Commandments
Keith Richards,The Ten Commandments,120004.0,0.0,Hebrew at Golden Calf / Courtier / Slave / Hebrew at Dathan's Tent / Hebrew at Crag and Corridor / Overseer,0.98,6844,The Ten Commandments
Hal Sherman,The Ten Commandments,2137505.0,2.0,Slave (uncredited),0.6,6844,The Ten Commandments
Marcoreta Starr,The Ten Commandments,1758124.0,0.0,Slave / Hebrew at Golden Calf,0.6,6844,The Ten Commandments
Onslow Stevens,The Ten Commandments,89091.0,2.0,Lugal,1.128,6844,The Ten Commandments
Clint Walker,The Ten Commandments,40207.0,2.0,Sardinian Captain,4.287,6844,The Ten Commandments
Amanda Webb,The Ten Commandments,1641188.0,1.0,Hebrew at Golden Calf / Young Woman / Hebrew in Exodus,0.6,6844,The Ten Commandments
Frank Wilcox,"The Ten Commandments, Samson and Delilah",34625.0,2.0,Wazir,1.094,6844,The Ten Commandments
Jeane Wood,The Ten Commandments,168064.0,1.0,Slave / Hebrew at Crag and Corridor / Hebrew at Golden Calf,0.694,6844,The Ten Commandments
Luis Alberni,The Ten Commandments,30264.0,2.0,Old Hebrew at Moses' House,0.729,6844,The Ten Commandments
Lillian Albertson,The Ten Commandments,1158826.0,1.0,Slave,0.6,6844,The Ten Commandments
Barbara Aler,The Ten Commandments,2663309.0,1.0,Lady from Edon / Priestess / Hebrew at Golden Calf,0.6,6844,The Ten Commandments
Michael Ansara,"The Egyptian, The Ten Commandments, Slaves of Babylon, Serpent of the Nile",16074.0,2.0,Taskmaster,3.423,6844,The Ten Commandments
William Bagdad,The Ten Commandments,82783.0,2.0,Slave,0.6,6844,The Ten Commandments
Lesley-Marie Colburn,The Ten Commandments,2663310.0,1.0,Slave Child,0.6,6844,The Ten Commandments
Fairy Cunningham,The Ten Commandments,2663311.0,1.0,Court Lady / Slave,0.6,6844,The Ten Commandments
Kay Hammond,The Ten Commandments,87858.0,0.0,Grease Woman,1.048,6844,The Ten Commandments
Mary Ellen Kay,The Ten Commandments,103102.0,0.0,Court Lady in Pool,0.828,6844,The Ten Commandments
Robert Vaughn,The Ten Commandments,14060.0,2.0,Spearman / Hebrew at Golden Calf,4.093,6844,The Ten Commandments
Alan Wells,The Ten Commandments,2744721.0,2.0,Hebrew at Crag and Corridor (uncredited),1.38,6844,The Ten Commandments
Cecil B. DeMille,The Ten Commandments,8636.0,2.0,Narrator,1.299,6844,The Ten Commandments
Richard Farnsworth,"The Ten Commandments, Spartacus",5605.0,2.0,Chariot Driver,4.671,6844,The Ten Commandments
Ofelia Guilmáin,Las Troyanas,950969.0,1.0,,1.4,533220,Las Troyanas
Erna Martha Bauman,Las Troyanas,105139.0,1.0,,0.984,533220,Las Troyanas
Mercedes Pascual,Las Troyanas,1482349.0,0.0,,0.6,533220,Las Troyanas
Virginia Gutiérrez,Las Troyanas,2076405.0,1.0,,0.694,533220,Las Troyanas
Beatriz Sheridan,Las Troyanas,975199.0,1.0,,0.6,533220,Las Troyanas
Enrique Lizalde,Las Troyanas,974624.0,2.0,,0.996,533220,Las Troyanas
Carmen Montejo,Las Troyanas,1032548.0,1.0,,1.739,533220,Las Troyanas
Brad Pitt,Troy,287.0,2.0,Achilles,16.153,652,Troy
Orlando Bloom,Troy,114.0,2.0,Paris,8.04,652,Troy
Eric Bana,Troy,8783.0,2.0,Hector,6.554,652,Troy
Brian Cox,Troy,1248.0,2.0,King Agamemnon,5.344,652,Troy
Sean Bean,Troy,48.0,2.0,Odysseus,19.556,652,Troy
Brendan Gleeson,Troy,2039.0,2.0,Menelaos,7.179,652,Troy
Diane Kruger,Troy,9824.0,1.0,Helena,7.662,652,Troy
Peter O'Toole,"Troy, One Night with the King, Augustus: The First Emperor",11390.0,2.0,Priam,5.742,652,Troy
Rose Byrne,Troy,9827.0,1.0,Briseis,10.918,652,Troy
Saffron Burrows,Troy,9825.0,1.0,Andromache,5.195,652,Troy
Garrett Hedlund,Troy,9828.0,2.0,Patroclus,2.121,652,Troy
Vincent Regan,"Troy, 300",9831.0,2.0,Eudorus,4.739,652,Troy
Julie Christie,Troy,1666.0,1.0,Thetis,4.375,652,Troy
Nathan Jones,Troy,24898.0,2.0,Boagrius,2.691,652,Troy
Mark Lewis Jones,Troy,185460.0,2.0,Tecton,1.477,652,Troy
John Shrapnel,"Troilus & Cressida, Troy",940.0,2.0,Nestor,2.268,652,Troy
James Cosmo,Troy,2467.0,2.0,Glaucus,7.755,652,Troy
Nigel Terry,Troy,31431.0,2.0,Archeptolemus,3.071,652,Troy
Julian Glover,Troy,740.0,2.0,Triopas,2.471,652,Troy
Trevor Eve,Troy,29407.0,2.0,Velior,0.839,652,Troy
Frankie Fitzgerald,Troy,930959.0,2.0,Aeneas,0.98,652,Troy
Lucie Barat,Troy,1453728.0,1.0,Helen's Handmaiden,0.6,652,Troy
Siri Svegler,Troy,9830.0,1.0,Polydora,0.6,652,Troy
Ken Bones,Troy,91662.0,2.0,Hippasus,1.4,652,Troy
Manuel Cauchi,Troy,121546.0,2.0,Old Spartan Fisherman,0.702,652,Troy
Owain Yeoman,Troy,61527.0,2.0,Lysander,4.904,652,Troy
Tyler Mane,Troy,9832.0,2.0,Ajax,3.598,652,Troy
Louis Dempsey,Troy,1084849.0,0.0,Aphareus,1.4,652,Troy
Joshua Richards,Troy,227418.0,0.0,Haemon,1.094,652,Troy
Tim Chipping,Troy,1728023.0,2.0,Echepolus,0.6,652,Troy
Desislava Stefanova,Troy,2193566.0,1.0,Singing Woman,0.84,652,Troy
Tanja Tzarovska,Troy,2193567.0,1.0,Singing Woman,0.98,652,Troy
Luke Tal,Troy,2657701.0,0.0,Scamandrius,0.6,652,Troy
Matthew Tal,Troy,2657703.0,0.0,Scamandrius,0.6,652,Troy
Alex King,Troy,2969854.0,2.0,Apollonian Guard,0.6,652,Troy
Adoni Maropis,Troy,20808.0,2.0,Agamemnon's Officer,1.4,652,Troy
Guilherme Winter,The Ten Commandments: The Movie,1548848.0,2.0,Moisés,1.4,372519,The Ten Commandments: The Movie
Camila Rodrigues,The Ten Commandments: The Movie,1243806.0,0.0,Nefertari,0.6,372519,The Ten Commandments: The Movie
Sergio Marone,The Ten Commandments: The Movie,1159980.0,2.0,Ramsés,1.535,372519,The Ten Commandments: The Movie
Paulo Gorgulho,The Ten Commandments: The Movie,1184640.0,2.0,Anrão,0.6,372519,The Ten Commandments: The Movie
Giselle Itié,The Ten Commandments: The Movie,99414.0,1.0,Zípora,1.708,372519,The Ten Commandments: The Movie
Vera Zimmermann,The Ten Commandments: The Movie,1135410.0,1.0,Henutmire,0.6,372519,The Ten Commandments: The Movie
Denise Del Vecchio,The Ten Commandments: The Movie,1267733.0,0.0,Joquebede,1.417,372519,The Ten Commandments: The Movie
Zé Carlos Machado,The Ten Commandments: The Movie,144804.0,0.0,Seti I,0.6,372519,The Ten Commandments: The Movie
Larissa Maciel,The Ten Commandments: The Movie,1558760.0,1.0,Miriã,1.802,372519,The Ten Commandments: The Movie
Sidney Sampaio,The Ten Commandments: The Movie,1512532.0,1.0,Oseias/Josué,1.854,372519,The Ten Commandments: The Movie
Petrônio Gontijo,The Ten Commandments: The Movie,559725.0,2.0,Arão,4.376,372519,The Ten Commandments: The Movie
Dylan Vox,Troy the Odyssey,76727.0,2.0,Odysseus,3.629,493416,Troy the Odyssey
Lara Heller,Troy the Odyssey,1345954.0,0.0,Circe,0.6,493416,Troy the Odyssey
Hachem Hicham,Troy the Odyssey,1943709.0,0.0,Aesus,0.6,493416,Troy the Odyssey
Eoin O'Brien,Troy the Odyssey,1602210.0,2.0,Achilles,1.22,493416,Troy the Odyssey
Jerzy Zelnik,Pharaoh,7121.0,0.0,Ramses XIII /Lycon,0.694,5040,Pharaoh
Barbara Brylska,Pharaoh,22590.0,1.0,Kama,1.566,5040,Pharaoh
Krystyna Mikołajewska,Pharaoh,40617.0,1.0,Sarah,0.6,5040,Pharaoh
Ewa Krzyżewska,Pharaoh,40619.0,1.0,Hebron,1.008,5040,Pharaoh
Wiesława Mazurkiewicz,Pharaoh,40622.0,1.0,Nikrotis,1.02,5040,Pharaoh
Piotr Pawłowski,Pharaoh,28712.0,2.0,Herhor,1.166,5040,Pharaoh
Leszek Herdegen,Pharaoh,1130975.0,2.0,Pentuer,0.619,5040,Pharaoh
Stanisław Milski,Pharaoh,930838.0,2.0,Arcykapłan Mefres,1.4,5040,Pharaoh
Kazimierz Opaliński,Pharaoh,7115.0,2.0,"Beroes, prorok chaldejski",0.98,5040,Pharaoh
Mieczysław Voit,Pharaoh,1096333.0,2.0,Priest of Seth,1.052,5040,Pharaoh
Alfred Lodzinski,Pharaoh,1537612.0,2.0,Hiram,0.6,5040,Pharaoh
Andrzej Girtler,Pharaoh,2226033.0,0.0,Ramses XII,0.6,5040,Pharaoh
Emir Buczacki,Pharaoh,1390586.0,0.0,Thutmose,0.6,5040,Pharaoh
Józef Czerniawski,Pharaoh,2241786.0,0.0,Mentezufis,0.6,5040,Pharaoh
Edward Rączkowski,Pharaoh,1548900.0,2.0,Dagon,0.6,5040,Pharaoh
Bogdan Łysakowski,Pharaoh,1138664.0,0.0,,0.84,5040,Pharaoh
Hedy Lamarr,Samson and Delilah,89088.0,1.0,Delilah,1.361,29993,Samson and Delilah
Victor Mature,"The Egyptian, Samson and Delilah, Hannibal",30290.0,2.0,Samson,6.724,29993,Samson and Delilah
George Sanders,"Samson and Delilah, Solomon and Sheba, Jupiter's Darling",3361.0,2.0,The Saran of Gaza,2.211,29993,Samson and Delilah
Angela Lansbury,Samson and Delilah,14730.0,1.0,Semadar,4.571,29993,Samson and Delilah
Henry Wilcoxon,"The Ten Commandments, Samson and Delilah",51310.0,2.0,Prince Ahtur,1.214,29993,Samson and Delilah
Olive Deering,"The Ten Commandments, Samson and Delilah",100788.0,1.0,Miriam,0.6,29993,Samson and Delilah
Fay Holden,Samson and Delilah,117414.0,1.0,Hazel,0.6,29993,Samson and Delilah
Julia Faye,"The Ten Commandments, Samson and Delilah",130494.0,1.0,Haisham,2.22,29993,Samson and Delilah
Russ Tamblyn,Samson and Delilah,6725.0,2.0,Saul,4.369,29993,Samson and Delilah
William Farnum,Samson and Delilah,78193.0,2.0,Tubal,0.6,29993,Samson and Delilah
Lane Chandler,Samson and Delilah,90369.0,2.0,Teresh,1.586,29993,Samson and Delilah
Moroni Olsen,Samson and Delilah,18586.0,2.0,Targil,1.664,29993,Samson and Delilah
Francis McDonald,"The Ten Commandments, Samson and Delilah",102327.0,2.0,Story Teller,0.753,29993,Samson and Delilah
William 'Wee Willie' Davis,Samson and Delilah,96140.0,2.0,Garmiskar,1.538,29993,Samson and Delilah
John Miljan,"The Ten Commandments, Samson and Delilah",90000.0,2.0,Lesh Lakish,1.094,29993,Samson and Delilah
Arthur Q. Bryan,Samson and Delilah,147117.0,2.0,Fat Philistine Merchant Wearing No Robe,1.564,29993,Samson and Delilah
Kasey Rogers,Samson and Delilah,12505.0,1.0,Spectator,1.291,29993,Samson and Delilah
Victor Varconi,Samson and Delilah,117735.0,2.0,Lord of Ashdod,0.917,29993,Samson and Delilah
John Parrish,"The Ten Commandments, Samson and Delilah",144371.0,2.0,Lord of Gath,1.214,29993,Samson and Delilah
Frank Wilcox,"The Ten Commandments, Samson and Delilah",34625.0,2.0,Lord of Ekron,1.094,29993,Samson and Delilah
Russell Hicks,Samson and Delilah,13969.0,2.0,Lord of Ashkelon,1.252,29993,Samson and Delilah
Boyd Davis,Samson and Delilah,331924.0,2.0,First Priest of Dagon,0.98,29993,Samson and Delilah
Bert Moorhouse,Samson and Delilah,122984.0,2.0,Spectator at Temple,1.099,29993,Samson and Delilah
Fritz Leiber,Samson and Delilah,103176.0,2.0,Lord Sharif,1.075,29993,Samson and Delilah
Mike Mazurki,"The Egyptian, Samson and Delilah",84229.0,2.0,Leader of Philistine Soldiers,2.727,29993,Samson and Delilah
Davison Clark,Samson and Delilah,1075172.0,2.0,Merchant Prince,0.6,29993,Samson and Delilah
George Reeves,Samson and Delilah,11496.0,2.0,Wounded Messenger,1.814,29993,Samson and Delilah
Pedro de Cordoba,Samson and Delilah,103493.0,2.0,Bar Simon,1.4,29993,Samson and Delilah
Frank Reicher,Samson and Delilah,3245.0,2.0,Village Barber,0.619,29993,Samson and Delilah
Colin Tapley,Samson and Delilah,96743.0,2.0,Prince,1.38,29993,Samson and Delilah
Dorothy Adams,"The Ten Commandments, Samson and Delilah",3346.0,1.0,Screaming Temple Spectator (uncredited),1.708,29993,Samson and Delilah
Claire Du Brey,Samson and Delilah,68653.0,1.0,Temple Spectator (uncredited),0.728,29993,Samson and Delilah
Germán Valdés,Lo que le pasó a Sansón,585981.0,2.0,Sanson,1.4,298509,Lo que le pasó a Sansón
Ana Bertha Lepe,Lo que le pasó a Sansón,589792.0,0.0,Dalila,0.98,298509,Lo que le pasó a Sansón
Yolanda Varela,Lo que le pasó a Sansón,1052818.0,1.0,Semadar,1.011,298509,Lo que le pasó a Sansón
Elvira Quintana,Lo que le pasó a Sansón,1176416.0,1.0,Myriam,1.147,298509,Lo que le pasó a Sansón
Mark Forest,"The Lion of Thebes, Son of Samson, Goliath and the Sins of Babylon",980234.0,0.0,Maciste,1.094,206004,Son of Samson
Chelo Alonso,Son of Samson,535685.0,1.0,Queen Smedes,2.744,206004,Son of Samson
Vira Silenti,Son of Samson,33639.0,1.0,Tekaet,0.7,206004,Son of Samson
Angelo Zanolli,Son of Samson,1188397.0,0.0,Pharaoh Kenamun,0.6,206004,Son of Samson
Federica Ranchi,Son of Samson,1188398.0,1.0,Nofret,0.6,206004,Son of Samson
Carlo Tamberlani,"The Lion of Thebes, Son of Samson, The Colossus of Rhodes, The Old Testament",37784.0,2.0,Armiteo I,1.4,206004,Son of Samson
Nino Musco,Son of Samson,1082665.0,2.0,Senneka,0.605,206004,Son of Samson
Zvonimir Rogoz,Son of Samson,1031182.0,2.0,Grand Visir,0.728,206004,Son of Samson
Ignazio Dolce,"Son of Samson, The Colossus of Rhodes, Toto and Cleopatra",31992.0,2.0,Tradesman,1.38,206004,Son of Samson
Andrea Fantasia,"Son of Samson, Hannibal",946026.0,2.0,Blacksmith,0.6,206004,Son of Samson
Petar Dobrić,Son of Samson,1188399.0,2.0,High Priest,0.6,206004,Son of Samson
Gregory Peck,David and Bathsheba,8487.0,2.0,King David,6.313,42567,David and Bathsheba
Susan Hayward,David and Bathsheba,30124.0,1.0,Bathsheba,1.697,42567,David and Bathsheba
Kieron Moore,David and Bathsheba,101678.0,2.0,Uriah,0.972,42567,David and Bathsheba
Raymond Massey,David and Bathsheba,2669.0,2.0,Nathan,1.566,42567,David and Bathsheba
James Robertson Justice,David and Bathsheba,11130.0,2.0,Abishai,1.083,42567,David and Bathsheba
Jayne Meadows,David and Bathsheba,19415.0,1.0,Michal,1.96,42567,David and Bathsheba
John Sutton,David and Bathsheba,100589.0,2.0,Ira,1.141,42567,David and Bathsheba
Dennis Hoey,David and Bathsheba,25175.0,2.0,Joab,1.471,42567,David and Bathsheba
Francis X. Bushman,David and Bathsheba,50837.0,2.0,King Saul (uncredited),0.6,42567,David and Bathsheba
George Zucco,David and Bathsheba,30417.0,2.0,Egyptian Ambassador (uncredited),2.13,42567,David and Bathsheba
William Severn,David and Bathsheba,1675048.0,2.0,Shepherd Boy (uncredited),0.652,42567,David and Bathsheba
Gwen Verdon,David and Bathsheba,54122.0,1.0,Specialty Dancer (uncredited),1.102,42567,David and Bathsheba
Ben Cross,Solomon,29068.0,2.0,Salomone,4.409,58430,Solomon
Maria Grazia Cucinotta,Solomon,10777.0,1.0,Abisag,6.382,58430,Solomon
Stefania Rocca,Solomon,15917.0,1.0,Anna,1.708,58430,Solomon
Vivica A. Fox,Solomon,2535.0,1.0,Regina di Saba,7.212,58430,Solomon
